Einschreibeschluessel,Kuerzel,Semesterzug,"Name der Vorlesung",Kurzbezeichnung,Dozent,Bemerkungen,"Weiterer Link",Moodle-Link,Evaluierungswunsch
WiSe2024,BIL,M1B,Grd.Werkstk.,GWK,BILGEN,," ","https://moodle.hs-hannover.de/course/view.php?id=26719 ",
WiSe2425,PFA,MT1,Grd.Werkstk.,GWK,PFAHL,," ","https://moodle.hs-hannover.de/course/view.php?id=26793 ",
WiSe2425,PFA,PT1,Grd.Werkstk.,GWK,PFAHL,," ","https://moodle.hs-hannover.de/course/view.php?id=26793 ",
WiSe2024,BIL,VE1,Grd.Werkstk.,GWK,BILGEN,," ","https://moodle.hs-hannover.de/course/view.php?id=26719 ",
WiSe2024,BIL,WI2,Grd.Werkstk.,GWK,BILGEN,," ","https://moodle.hs-hannover.de/course/view.php?id=26719 ",
WiSe2425,PFA,WT3,Grd.Werkstk.,GWK,PFAHL,," ","https://moodle.hs-hannover.de/course/view.php?id=26793 ",
WiSe2425,PFA,XBV,Grd.Werkstk.,GWK,PFAHL,," ","https://moodle.hs-hannover.de/course/view.php?id=26799 ",
"Bitte per E-Mail beim Dozenten erfragen",PLU,WB2,Han.Ges.Rec,HGR,"PLUMEYER  ","<p dir=""ltr"" style=""text-align:left;"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a><br /></p>"," "," ",
"Bitte per E-Mail beim Dozenten erfragen",PLU,WI4,Han.Ges.Rec,HGR,"PLUMEYER  ","<p dir=""ltr"" style=""text-align:left;""></p><p dir=""ltr"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></p><p dir=""ltr""><br /></p><br /><p></p>"," "," ",
WiSe24_25,STL,WP2,Hochlstwst,HLW,STILLER,," ","https://moodle.hs-hannover.de/course/view.php?id=26715 ",
RungeKutta,GOT,PE2,"Höhere Math",HMA,GOTTSCHLICH,," ","https://moodle.hs-hannover.de/course/view.php?id=26928 ",
RungeKutta,GOT,PM2,"Höhere Math",HMA,GOTTSCHLICH,," ","https://moodle.hs-hannover.de/course/view.php?id=26928 ",
Hooke2024,AND,ME2,"Höhere Mechanik 2",HME2,ANDRE,," ","https://moodle.hs-hannover.de/course/view.php?id=26914 ",
HuP-HsH,STR,KT5,Hydr.u.Pneu,HUP,STRACHE,," ","https://moodle.hs-hannover.de/course/view.php?id=25242 ",
HuP-HsH,STR,PS4,Hydr.u.Pneu,HUP,STRACHE,," ","https://moodle.hs-hannover.de/course/view.php?id=25242 ",
HuP-HsH,STR,VM4,Hydr.u.Pneu,HUP,STRACHE,," ","https://moodle.hs-hannover.de/course/view.php?id=25242 ",
,HUK,ET6,Heiz.t.Kraftw.,HZK,HUCK,," ","https://moodle.hs-hannover.de/course/view.php?id=26709 ",
,HUK,VM5,Heiz.t.Kraftw.,HZK,HUCK,," ","https://moodle.hs-hannover.de/course/view.php?id=26709 ",
,HUK,VM7,Heiz.t.Kraftw.,HZK,HUCK,," ","https://moodle.hs-hannover.de/course/view.php?id=26709 ",
"Bitte per E-Mail beim Dozenten erfragen",NIM,MT3,Ind.Bussyst,IBS,NIEMANN,," "," ",
"Bitte per E-Mail beim Dozenten erfragen",SHN,ME2,IntegrCADB2,ICB2,SHEN,," "," ",
DEAL,NOW,WI4,Inform.besch.,IFB,"NOWAK   ",," ","https://moodle.hs-hannover.de/enrol/index.php?id=26990 ",
wise24,MAR,PE2,IngenieurInf.,IIFP,MARCARD,," ","https://moodle.hs-hannover.de/course/view.php?id=27213 ",
wise24,MAR,PM2,IngenieurInf.,IIFP,MARCARD,," ","https://moodle.hs-hannover.de/course/view.php?id=27213 ",
wise24,MAR,PE2,IngenieurInf.,IIFS,MARCARD,," ","https://moodle.hs-hannover.de/course/view.php?id=27213 ",
wise24,MAR,PM2,IngenieurInf.,IIFS,MARCARD,," ","https://moodle.hs-hannover.de/course/view.php?id=27213 ",
"Bitte per E-Mail beim Dozenten erfragen",ANM,AM6,KostenInvRe,IKR,ANGERMANN,," "," ",
"Bitte per E-Mail beim Dozenten erfragen",ANM,II2,KostenInvRe,IKR,ANGERMANN,," "," ",
"Bitte per E-Mail beim Dozenten erfragen",ANM,MT5,KostenInvRe,IKR,ANGERMANN,," "," ",
"Bitte per E-Mail beim Dozenten erfragen",ANM,PS5,KostenInvRe,IKR,ANGERMANN,," "," ",
LwNinfVkrq202425,FUX,KT3,Informatik,INF,FUCHS,"<p dir=""ltr"" style=""text-align:left;"">Informatik-Vorlesung<br /></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=27040 ",
LwNinfVkrq202425,FUX,M2A,Informatik,INF,FUCHS,"Informatik-Vorlesung<br />"," ","https://moodle.hs-hannover.de/course/view.php?id=27040 ",
LwNinfVkrq202425,FUX,PT3,Informatik,INF,FUCHS,"<p dir=""ltr"" style=""text-align:left;"">Informatik-Vorlesung<br /></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=27040 ",
LwNinfVkrq202425,FUX,VE2,Informatik,INF,FUCHS,"<p dir=""ltr"" style=""text-align:left;"">Informatik-Vorlesung<br /></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=27040 ",
LwNinfVkrq202425,FUX,WI2,Informatik,INF,FUCHS,"<p dir=""ltr"" style=""text-align:left;"">Informatik-Vorlesung<br /></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=27040 ",
LwNinfVkrq202425,FUX,WT1,Informatik,INF,FUCHS,"<p dir=""ltr"" style=""text-align:left;"">Informatik-Vorlesung<br /></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=27040 ",
"Bitte per E-Mail beim Dozenten erfragen",PFE,M3A,Int.kul.Komp.,INK,PFEIFFER,," "," ",
"Bitte per E-Mail beim Dozenten erfragen",PFE,M3B,Int.kul.Komp.,INK,PFEIFFER,," "," ",
"Bitte per E-Mail beim Dozenten erfragen",PFE,VE3,Int.kul.Komp.,INK,PFEIFFER,," "," ",
"Bitte per E-Mail beim Dozenten erfragen",PFE,WI5,Int.kul.Komp.,INK,PFEIFFER,," "," ",
"Bitte per E-Mail beim Dozenten erfragen",GRM,M3A,"Inform. L",INL,GRÜNEMAIER,," ","https://moodle.hs-hannover.de/course/view.php?id=27339 Informatik Labor für M3A und VE3",
wise24hsh,CAK,M3B,"Inform. L",INL,CAKAR,," ","https://moodle.hs-hannover.de/course/view.php?id=27483 ",
"Bitte per E-Mail beim Dozenten erfragen",GRM,VE3,"Inform. L",INL,GRÜNEMAIER,," ","https://moodle.hs-hannover.de/course/view.php?id=27339 Informatik Labor für M3A und VE3",
hP3ginfLWi_2425,FUX,WI3,"Inform. L",INL,FUCHS,"<p dir=""ltr"" style=""text-align:left;"">Informatik-Labor<br /></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=27041 ",
"Bitte per E-Mail beim Dozenten erfragen",BLO,WI4,"Intern. Rec",INR,BLODE,"<p dir=""ltr"" style=""text-align:left;""></p><p dir=""ltr"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></p><p dir=""ltr""><br /></p><br /><p></p>"," "," ",
IPMWI2425,WIN,AM5,IntProjMgm,IPM,WINTER,," ","https://moodle.hs-hannover.de/course/view.php?id=27526 ",
IntProjektmgmt_Spengler,SPE,II4,IntProjMgm,IPM,SPENGLER,," ","https://moodle.hs-hannover.de/course/view.php?id=27146 ",
IPMWI2425,WIN,PS5,IntProjMgm,IPM,WINTER,," ","https://moodle.hs-hannover.de/course/view.php?id=27526 ",
IntProjektmgmt_Spengler,SPE,VE5,IntProjMgm,IPM,SPENGLER,," ","https://moodle.hs-hannover.de/course/view.php?id=27146 ",
Fak2,SCK,WI5,IntProjMgm,IPM,SCHINKE,," ","https://moodle.hs-hannover.de/course/view.php?id=26979 Internationales Projektmanagement, WiSe 2024/25, Schinke",
IntProjektmgmt_Spengler,SPE,XA5,IntProjMgm,IPM,SPENGLER,," ","https://moodle.hs-hannover.de/course/view.php?id=27146 ",
IndustrialRelations,MAI,WI5,IndustRel,IRE,MAINKA,," ","https://moodle.hs-hannover.de/enrol/index.php?id=27141 ",
IRO_WiSe_24/25,STK,VM2,"Roboter L",IRL,STUECKELM,," ","https://moodle.hs-hannover.de/course/view.php?id=26961 ",
RotWiSe2425,HOS,PT5,Robotertech,IRO,HOFSCHULTE,," ","https://moodle.hs-hannover.de/course/view.php?id=27015 ",
RotWiSe2425,HOS,VM2,Robotertech,IRO,HOFSCHULTE,," ","https://moodle.hs-hannover.de/course/view.php?id=27015 ",
,HUK,ET6,Kältetechn,KAT,HUCK,," ","https://moodle.hs-hannover.de/course/view.php?id=26711 ",
,HUK,VM3,Kältetechn,KAT,HUCK,," ","https://moodle.hs-hannover.de/course/view.php?id=26711 ",
,HUK,VM7,Kältetechn,KAT,HUCK,," ","https://moodle.hs-hannover.de/course/view.php?id=26711 ",
WiSe2425,PFA,II1,Konstr.Grl.,KGR,PFAHL,," ","https://moodle.hs-hannover.de/course/view.php?id=26794 ",
WiSe2425,PFA,M1A,Konstr.Grl.,KGR,PFAHL,," ","https://moodle.hs-hannover.de/course/view.php?id=26794 ",
"Bitte per E-Mail beim Dozenten erfragen",WTH,M1B,Konstr.Grl.,KGR,"WOLF      ",," "," ",
"Bitte per E-Mail beim Dozenten erfragen",WTH,VE1,Konstr.Grl.,KGR,"WOLF      ",," "," ",
"wird in der Vorlesung mitgeteilt",LUI,WI2,Konstr.Grl.,KGR,LUIG,," ","https://moodle.hs-hannover.de/course/view.php?id=27005 Konstruktionsgrundlagen - WI2, WiSe 2024/25, Luig",
WiSe2425,PFA,XBV,Konstr.Grl.,KGR,PFAHL,," ","https://moodle.hs-hannover.de/course/view.php?id=26794 ",
Passfeder2024/25,JAE,XF1,Konstr.Grl.,KGR,JAENEN,," ","https://moodle.hs-hannover.de/course/view.php?id=27485 ",
"Wird nicht benötigt, Unterlagen extern.",SCA,ID3,Kinematik,KIN,SCHARMANN,"<p dir=""ltr"" style=""text-align:left;"">Zusätzliche Dokumente (Aufgaben mit Lösungen) unter „Weiterer Link“. Alle Angaben gelten genauso für meine anderen Kurse im gleichen Fach.<br /></p><p></p><p></p><p dir=""ltr"" style=""text-align:left;""><br /></p>","https://my.hidrive.com/share/g5iyuruvfi ","https://my.hidrive.com/share/3jh5fca0qh ",
Ki_WiSe2425,HET,II3,Kinematik,KIN,HENTSCHEL,," ","https://moodle.hs-hannover.de/course/view.php?id=27445 ",
,SCA,KT3,Kinematik,KIN,SCHARMANN,," "," ",
Ki_WiSe2425,HET,M3A,Kinematik,KIN,HENTSCHEL,," ","https://moodle.hs-hannover.de/course/view.php?id=27445 ",
Ki_WiSe2425,HET,M3B,Kinematik,KIN,HENTSCHEL,," ","https://moodle.hs-hannover.de/course/view.php?id=27445 ",
,SCA,MT3,Kinematik,KIN,SCHARMANN,," "," ",
,SCA,PT3,Kinematik,KIN,SCHARMANN,," "," ",
Ki_WiSe2425,HET,VE3,Kinematik,KIN,HENTSCHEL,," ","https://moodle.hs-hannover.de/course/view.php?id=27445 ",
KINHk2425,HEK,WI3,Kinematik,KIN,HENKEN,," ","https://moodle.hs-hannover.de/course/view.php?id=26651 ",
,SCA,WT3,Kinematik,KIN,SCHARMANN,," "," ",
Ki_WiSe2425,HET,XF1,Kinematik,KIN,HENTSCHEL,," ","https://moodle.hs-hannover.de/course/view.php?id=27445 ",
,HUK,ET6,KalteKlimaL,KKL,HUCK,," ","https://moodle.hs-hannover.de/course/view.php?id=26708 ",
,HUK,VM3,KalteKlimaL,KKL,HUCK,," ","https://moodle.hs-hannover.de/course/view.php?id=26708 ",
,HUK,ET6,Klimatech,KLT,HUCK,," ","https://moodle.hs-hannover.de/course/view.php?id=26710 ",
,HUK,VM3,Klimatech,KLT,HUCK,," ","https://moodle.hs-hannover.de/course/view.php?id=26710 ",
CallBen1,RAK,AM5,"KolbmasL 1",KML1,RAKOWSKI,," ","https://moodle.hs-hannover.de/course/view.php?id=27332 ",
CallBen2,RAK,VM1,"KolbmasL 2",KML2,RAKOWSKI,," ","https://moodle.hs-hannover.de/course/view.php?id=27330 ",
CallBen1,RAK,AM5,"Kolb.mas. 1",KOM1,RAKOWSKI,," ","https://moodle.hs-hannover.de/course/view.php?id=27329 ",
CallBen1,RAK,VM6,"Kolb.mas. 1",KOM1,RAKOWSKI,," ","https://moodle.hs-hannover.de/course/view.php?id=27329 ",
CallBen2,RAK,VM1,"Kolb.mas. 2",KOM2,RAKOWSKI,," ","https://moodle.hs-hannover.de/course/view.php?id=27330 ",
2024_Winter,DIR,AM4,Konstr.Leh,KON,DIERSEN,," ","https://moodle.hs-hannover.de/course/view.php?id=27388 ",
2024_Winter,DIR,II3,Konstr.Leh,KON,DIERSEN,," ","https://moodle.hs-hannover.de/course/view.php?id=27388 ",
2024_Winter,DIR,KT5,Konstr.Leh,KON,DIERSEN,," ","https://moodle.hs-hannover.de/course/view.php?id=27388 ",
Geodreieck2425,GIR,PS5,Kon.-Prj.,KOP,"GIRNTH   ",," ","https://moodle.hs-hannover.de/course/view.php?id=27162 ",
KST-WiSe2024-25,SID,KT3,Kunststoffe,KST,SINDELAR,," ","https://moodle.hs-hannover.de/course/view.php?id=27366 ",
KST-WiSe2024-25,SID,M2A,Kunststoffe,KST,SINDELAR,," ","https://moodle.hs-hannover.de/course/view.php?id=27366 ",
KST-WiSe2024-25,SID,PT3,Kunststoffe,KST,SINDELAR,," ","https://moodle.hs-hannover.de/course/view.php?id=27366 ",
KST-WiSe2024-25,SID,VE2,Kunststoffe,KST,SINDELAR,," ","https://moodle.hs-hannover.de/course/view.php?id=27366 ",
pegasus,ANG,KT5,KautsWerks,KTW,"ANGER     ",," ","https://moodle.hs-hannover.de/course/view.php?id=4129 ",
2024_Winter,DIR,II3,Kon.Übg.-1,KUE1,DIERSEN,," ","https://moodle.hs-hannover.de/course/view.php?id=27386 ",
qwertz2425,SAL,M3A,Kon.Übg.-1,KUE1,SZALWICKI,," ","https://moodle.hs-hannover.de/course/view.php?id=26591 ",
ZugangStud,GUI,M3B,Kon.Übg.-1,KUE1,GUSIG,," ","https://moodle.hs-hannover.de/course/view.php?id=26769 ",
2024_Winter,DIR,VE3,Kon.Übg.-1,KUE1,DIERSEN,," ","https://moodle.hs-hannover.de/course/view.php?id=27386 ",
ZugangStud,GUI,WI4,Kon.Übg.-1,KUE1,GUSIG,," ","https://moodle.hs-hannover.de/course/view.php?id=26769 ",
qwertz2425,SAL,WT5,Kon.Übg.-1,KUE1,SZALWICKI,," ","https://moodle.hs-hannover.de/course/view.php?id=26591 ",
ClausiusKWT,JAN,VE5,Kraftwerks.,KWT,JANSSEN,," ","https://moodle.hs-hannover.de/course/view.php?id=26705 ",
hanauska_lina_1_2425,HAN,XA1,linAlgebra,LAL1,HANAUSKA,," ","https://moodle.hs-hannover.de/course/view.php?id=26860 ",
SaturnV,PFU,ME2,Leichtbkon,LBK,PFULLMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27243 ",
LZ84UwK,FRA,MT5,Leistungsel,LEE,FRAEGER,," ","https://moodle.hs-hannover.de/course/view.php?id=27288 ",
Gruppenarbeit,BEG,WI5,LogistkmgmL,LML,BEGEMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27457 ",
LMP,STH,PE2,Log.u.Mat.flp.,LMP,STAHL,," ","https://moodle.hs-hannover.de/user/index.php?id=24259 ",
LMP,STH,PM2,Log.u.Mat.flp.,LMP,STAHL,," ","https://moodle.hs-hannover.de/user/index.php?id=24259 ",
Gruppenarbeit,BEG,WI5,Log.managem.,LOM,BEGEMANN,," ","https://moodle.hs-hannover.de/course/view.php?id=27457 ",
"Wird nicht benötigt, Unterlagen extern.",SCA,ID1,"Mathe 1",MA1D,SCHARMANN,"<p dir=""ltr"" style=""text-align:left;"">Zusätzliche Dokumente (Allgemeine Hinweise, Beiblätter zur Vorlesung, Aufgaben mit Lösungen, alte
Klausuren, Musterlösungen dazu) unter „Weiterer Link“. Alle Angaben gelten genauso für meine anderen Kurse im gleichen Fach.<br /></p>","https://my.hidrive.com/share/g5iyuruvfi ","https://my.hidrive.com/share/hwgdlkd7a8 ",
,SCA,KT1,"Mathe 1",MA1D,SCHARMANN,," "," ",
,SCA,MT1,"Mathe 1",MA1D,SCHARMANN,," "," ",
,SCA,PT1,"Mathe 1",MA1D,SCHARMANN,," "," ",
,SCA,WT1,"Mathe 1",MA1D,SCHARMANN,," "," ",
mnbvcx2425,SAL,II2,"Masch.El. 1",MAE1,SZALWICKI,," ","https://moodle.hs-hannover.de/course/view.php?id=26593 ",
"Duale Studierende sind bereits eingeschrieben.",REU,KT3,"Masch.El. 1",MAE1,REUTER,"<p dir=""ltr"" style=""text-align:left;"">Stz</p>"," "," ",
mnbvcx2425,SAL,M2A,"Masch.El. 1",MAE1,SZALWICKI,," ","https://moodle.hs-hannover.de/course/view.php?id=26593 ",
"Bitte Duale Studierende sind bereits eingeschrieben.",REU,PT3,"Masch.El. 1",MAE1,REUTER,," "," ",
mnbvcx2425,SAL,VE2,"Masch.El. 1",MAE1,SZALWICKI,," ","https://moodle.hs-hannover.de/course/view.php?id=26593 ",
MAE1-HsH,STR,WI3,"Masch.El. 1",MAE1,STRACHE,," ","https://moodle.hs-hannover.de/course/view.php?id=25240 ",
mnbvcx2425,SAL,XF1,"Masch.El. 1",MAE1,SZALWICKI,," ","https://moodle.hs-hannover.de/course/view.php?id=26593 ",
MAE2-HsH,STR,M3A,"Masch.El. 2",MAE2,STRACHE,," ","https://moodle.hs-hannover.de/course/view.php?id=25241 ",
Lager,RAK,M3B,"Masch.El. 2",MAE2,RAKOWSKI,," ","https://moodle.hs-hannover.de/course/view.php?id=27331 ",
"Duale Studierende sind bereits eingeschrieben.",REU,MT5,"Masch.El. 2",MAE2,REUTER,," "," ",
MAE2-HsH,STR,VE3,"Masch.El. 2",MAE2,STRACHE,," ","https://moodle.hs-hannover.de/course/view.php?id=25241 ",
"Duale Studierende sind bereits eingeschrieben.",REU,WT5,"Masch.El. 2",MAE2,REUTER,," "," ",
"Duale Studierende sind bereits eingeschrieben.",REU,KT5,"Masch.El. 3",MAE3,REUTER,," "," ",
"Bitte per E-Mail beim Dozenten erfragen",SRP,WI3,MarketingVt,MAR,SCHIWARA-RP,"<div>Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter:</div><div><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></div>"," "," ",
"Bitte per E-Mail beim Dozenten erfragen",SRP,WT3,MarketingVt,MAR,SCHIWARA-RP,"<p dir=""ltr"" style=""text-align:left;""></p><p dir=""ltr"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></p><p dir=""ltr""><br /></p><br /><p></p>"," "," ",
m1hanauskawolfws2425,HAN,II1,"Mathe 1",MAT1,HANAUSKA,," ","https://moodle.hs-hannover.de/course/view.php?id=26859 ",
m1hanauskawolfws2425,HAN,M1A,"Mathe 1",MAT1,HANAUSKA,," ","https://moodle.hs-hannover.de/course/view.php?id=26859 ",
m1hanauskawolfws2425,HAN,M1B,"Mathe 1",MAT1,HANAUSKA,," ","https://moodle.hs-hannover.de/course/view.php?id=26859 ",
m1hanauskawolfws2425,HAN,VE1,"Mathe 1",MAT1,HANAUSKA,," ","https://moodle.hs-hannover.de/course/view.php?id=26859 ",
m1hanauskawolfws2425,WOL,WI1,"Mathe 1",MAT1,"WOLF      ",," ","https://moodle.hs-hannover.de/course/view.php?id=26859 ",
m2wolfheuerws2425,WOL,II2,"Mathe 2",MAT2,"WOLF      ",," ","https://moodle.hs-hannover.de/course/view.php?id=26876 ",
m2wolfheuerws2425,HEU,M2A,"Mathe 2",MAT2,HEUER,," ","https://moodle.hs-hannover.de/course/view.php?id=26876 ",
m2wolfheuerws2425,HEU,VE2,"Mathe 2",MAT2,HEUER,," ","https://moodle.hs-hannover.de/course/view.php?id=26876 ",
m2wolfheuerws2425,WOL,WI2,"Mathe 2",MAT2,"WOLF      ",," ","https://moodle.hs-hannover.de/course/view.php?id=26876 ",
m3wolfws2425,WOL,II3,"Mathe 3",MAT3,"WOLF      ",," ","https://moodle.hs-hannover.de/course/view.php?id=26870 ",
m3wolfws2425,WOL,M3A,"Mathe 3",MAT3,"WOLF      ",," ","https://moodle.hs-hannover.de/course/view.php?id=26870 ",
m3wolfws2425,WOL,M3B,"Mathe 3",MAT3,"WOLF      ",," ","https://moodle.hs-hannover.de/course/view.php?id=26870 ",
m3wolfws2425,WOL,VE3,"Mathe 3",MAT3,"WOLF      ",," ","https://moodle.hs-hannover.de/course/view.php?id=26870 ",
m1hanauskawolfws2425,HAN,WI1,"Mathe Hör Ü",MATH,HANAUSKA,," ","https://moodle.hs-hannover.de/course/view.php?id=26859 ",
"Wird nicht benötigt, Unterlagen extern.",SCA,AM5,"Masch.Dy. 1",MDY1,SCHARMANN,"<p dir=""ltr"" style=""text-align:left;"">Zusätzliche Dokumente (Skript, Aufgaben mit Lösungen, alte Klausuren, 
Musterlösungen dazu) unter „Weiterer Link“. Alle Angaben gelten genauso für meine anderen Kurse im gleichen Fach.<br /></p>","https://my.hidrive.com/share/g5iyuruvfi ","https://my.hidrive.com/share/2fv.qz1btr ",
,SCA,II5,"Masch.Dy. 1",MDY1,SCHARMANN,," "," ",
Volkswirtschaftslehre,STO,WI1,Mikro+Makro,MIM,STOEVER,"<p dir=""ltr"" style=""text-align:left;"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></p><p dir=""ltr"" style=""text-align:left;""><br /></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=27282 ",
Volkswirtschaftslehre,STO,WT5,Mikro+Makro,MIM,STOEVER,"<p dir=""ltr"" style=""text-align:left;""></p><p dir=""ltr"">Weitere Infos zu den Lehrveranstaltungen der Fakultät IV finden SIe unter: <br /><a href=""https://moodle.hs-hannover.de/course/view.php?id=2446"" target=""_blank"" rel=""noreferrer noopener"">https://moodle.hs-hannover.de/course/view.php?id=2446</a></p><p dir=""ltr""><br /></p><br /><p></p>"," ","https://moodle.hs-hannover.de/course/view.php?id=27282 ",
MatLog1,STH,PS5,MatLog1,MLO1,STAHL,," ","https://moodle.hs-hannover.de/course/view.php?id=25873 ",
